query_id	passage_id	rel
493	1034	1
493	1035	1
493	1036	1
493	1037	1
493	1038	1
494	1039	1
494	1040	1
495	1041	1
496	1042	1
497	1043	1
498	1044	1
498	1045	1
498	142	1
498	951	1
499	1046	1
500	985	1
500	986	1
501	1047	1
501	1048	1
501	1049	1
501	1050	1
501	1051	1
501	1052	1
501	1053	1
501	1054	1
501	1055	1
501	1056	1
502	1057	1
503	1058	1
503	1059	1
503	1060	1
503	1061	1
503	1062	1
503	1063	1
503	1064	1
503	1065	1
503	1066	1
504	1067	1
504	1068	1
504	1069	1
504	1070	1
504	1071	1
504	1072	1
504	1073	1
504	1074	1
504	1075	1
504	1076	1
505	1077	1
505	294	1
506	1078	1
507	1079	1
508	1080	1
509	1081	1
510	874	1
510	288	1
510	287	1
511	1082	1
512	1083	1
513	1084	1
514	1085	1
514	1086	1
514	1087	1
514	1088	1
514	1089	1
514	1090	1
514	1091	1
514	1092	1
514	1093	1
514	1094	1
515	1095	1
515	1096	1
515	1097	1
515	1098	1
515	1099	1
516	1100	1
517	1101	1
517	1102	1
517	542	1
517	1103	1
518	1104	1
519	1105	1
519	1106	1
519	1107	1
519	1108	1
520	1109	1
521	1110	1
521	927	1
521	1111	1
521	1112	1
521	1113	1
521	1114	1
521	1115	1
521	142	1
521	1116	1
521	901	1
521	1117	1
521	1118	1
521	1119	1
521	1120	1
521	1121	1
521	1122	1
521	1123	1
522	1124	1
522	1125	1
522	1126	1
523	142	1
524	45	1
525	1127	1
526	333	1
526	1128	1
526	1129	1
526	1130	1
526	1131	1
526	1132	1
526	1133	1
526	1134	1
527	1135	1
527	1136	1
527	1137	1
527	1138	1
527	1139	1
527	878	1
527	791	1
527	1140	1
527	1141	1
527	1142	1
528	1143	1
528	1144	1
528	1145	1
528	1146	1
529	1147	1
529	1148	1
529	1149	1
530	1150	1
531	1151	1
531	1152	1
531	1028	1
532	659	1
532	1153	1
533	1154	1
534	460	1
535	1155	1
535	1156	1
536	1157	1
536	1158	1
536	1159	1
537	1160	1
538	1161	1
539	1162	1
539	1163	1
540	1164	1
541	1165	1
542	1166	1
542	1167	1
542	1168	1
543	142	1
543	76	1
543	1169	1
544	520	1
544	521	1
545	1170	1
546	6	1
546	590	1
547	1171	1
548	1172	1
549	1173	1
549	1174	1
549	1175	1
549	1176	1
549	1177	1
549	1178	1
549	1179	1
549	1180	1
549	1181	1
550	1182	1
551	1183	1
552	1184	1
552	880	1
552	881	1
553	1185	1
554	1186	1
555	1187	1
556	333	1
556	142	1
557	1188	1
557	1189	1
558	1190	1
559	1191	1
560	1192	1
561	1193	1
561	232	1
561	213	1
561	1194	1
562	1195	1
562	1196	1
563	345	1
564	1197	1
565	64	1
565	1198	1
566	1199	1
566	1200	1
566	1201	1
566	1202	1
566	1203	1
566	1204	1
566	1205	1
566	1206	1
566	1207	1
566	1208	1
567	1209	1
568	1210	1
569	923	1
570	982	1
571	1140	1
572	1211	1
573	927	1
573	184	1
573	142	1
573	52	1
573	1212	1
573	689	1
574	1213	1
575	282	1
575	283	1
575	284	1
575	285	1
575	286	1
575	287	1
575	288	1
575	289	1
575	290	1
575	291	1
576	1214	1
576	1215	1
576	1216	1
577	1217	1
578	1218	1
578	1219	1
578	1220	1
578	1221	1
578	1222	1
578	1223	1
578	1224	1
578	1225	1
578	1226	1
578	1227	1
579	1228	1
579	1229	1
580	1230	1
581	1231	1
582	1232	1
582	1233	1
582	1234	1
582	46	1
583	1235	1
584	1236	1
585	1237	1
585	888	1
585	1238	1
586	1239	1
586	1240	1
586	1241	1
586	1242	1
586	1243	1
586	1244	1
586	1245	1
586	1246	1
586	1247	1
586	1248	1
587	1249	1
587	1044	1
587	142	1
588	1250	1
589	1251	1
590	1252	1
591	1253	1
592	1254	1
593	1255	1
593	1256	1
593	1257	1
593	1258	1
593	1259	1
594	583	1
595	1260	1
596	1261	1
597	205	1
597	1000	1
597	551	1
598	576	1
598	617	1
599	1262	1
600	1263	1
601	1264	1
602	1265	1
603	1266	1
604	1267	1
605	1268	1
606	1269	1
607	1270	1
608	1271	1
609	1238	1
610	1272	1
611	1273	1
612	1274	1
613	1006	1
614	1275	1
615	1276	1
616	1277	1
616	1278	1
616	1279	1
617	1280	1
618	1281	1
619	1282	1
620	1283	1
620	1284	1
620	1285	1
620	1286	1
620	1287	1
620	1288	1
620	1289	1
620	1290	1
620	1291	1
620	1292	1
621	1293	1
621	1294	1
621	1295	1
621	1296	1
621	1297	1
621	1298	1
621	1299	1
621	1300	1
621	1301	1
621	1302	1
622	1303	1
623	1304	1
624	1305	1
624	1306	1
624	1307	1
624	1308	1
624	1309	1
624	1310	1
624	1311	1
624	1312	1
624	1313	1
624	1314	1
625	1315	1
626	1316	1
627	1317	1
628	1318	1
629	1319	1
630	1101	1
631	1320	1
632	1321	1
633	1322	1
634	1323	1
634	1324	1
634	1325	1
634	1326	1
634	1327	1
634	57	1
634	1328	1
634	1329	1
634	1330	1
634	1331	1
635	1332	1
636	1333	1
637	1334	1
638	1335	1
639	1336	1
640	1337	1
641	1338	1
642	1339	1
642	1340	1
642	1341	1
642	1043	1
642	1342	1
643	346	1
643	347	1
643	348	1
643	349	1
643	350	1
643	351	1
643	352	1
643	353	1
643	354	1
643	355	1
644	1343	1
645	1344	1
646	1345	1
647	1346	1
648	1347	1
649	1348	1
650	1349	1
651	1350	1
652	1351	1
653	1352	1
654	640	1
655	1353	1
656	1354	1
657	1355	1
658	906	1
659	1356	1
659	1357	1
659	1358	1
660	1359	1
661	590	1
662	1360	1
663	1361	1
664	1362	1
664	1363	1
664	1364	1
664	1365	1
665	369	1
666	1366	1
667	810	1
668	873	1
669	1367	1
669	839	1
670	922	1
671	1368	1
671	1369	1
671	972	1
671	1370	1
672	1371	1
672	1372	1
673	1272	1
674	8	1
675	1373	1
676	1374	1
676	1375	1
677	1376	1
678	1377	1
678	1378	1
678	1379	1
678	1380	1
679	1381	1
679	1382	1
679	1383	1
679	1384	1
679	1385	1
679	1386	1
679	1387	1
679	1388	1
679	1389	1
679	1390	1
680	837	1
680	1391	1
681	44	1
681	45	1
682	684	1
682	685	1
682	686	1
682	687	1
682	688	1
683	333	1
683	912	1
683	81	1
683	82	1
683	58	1
683	60	1
683	794	1
683	61	1
683	913	1
683	914	1
684	1392	1
685	1393	1
686	1394	1
687	1395	1
688	1396	1
688	1397	1
688	1398	1
688	1399	1
688	1400	1
688	1401	1
688	1402	1
689	1403	1
690	1404	1
691	1405	1
691	1406	1
691	1407	1
692	1408	1
693	1409	1
693	658	1
693	1410	1
693	1411	1
693	419	1
693	1412	1
693	881	1
694	1413	1
695	1414	1
695	1415	1
695	1416	1
695	1417	1
695	1418	1
695	1419	1
695	1420	1
696	1421	1
697	290	1
698	6	1
698	1422	1
698	590	1
699	1423	1
700	1424	1
701	1425	1
701	1426	1
702	1427	1
703	1428	1
703	1429	1
703	1430	1
703	1431	1
703	1432	1
703	1433	1
704	369	1
705	1434	1
706	1435	1
707	47	1
708	1436	1
708	877	1
708	56	1
708	57	1
708	1437	1
708	1438	1
709	1393	1
710	1439	1
711	1440	1
712	1441	1
713	1442	1
714	1443	1
714	142	1
714	1444	1
715	1445	1
716	922	1
717	1446	1
717	197	1
717	1447	1
718	1448	1
719	312	1
719	313	1
720	1449	1
721	1450	1
722	774	1
723	1451	1
723	1452	1
723	1453	1
723	1454	1
723	1455	1
723	1456	1
723	1457	1
723	1458	1
723	1459	1
723	1460	1
724	658	1
725	1006	1
726	36	1
727	1461	1
727	1462	1
727	1463	1
727	1464	1
727	76	1
727	1084	1
728	1465	1
728	1466	1
728	1467	1
728	1468	1
728	1469	1
729	968	1
730	1470	1
730	1471	1
731	972	1
731	1369	1
731	1472	1
732	1473	1
733	1474	1
734	1475	1
735	1476	1
736	1477	1
737	1478	1
737	1479	1
737	1480	1
737	1481	1
737	1482	1
737	1483	1
737	1484	1
737	1485	1
737	1486	1
737	1487	1
738	748	1
739	142	1
739	1488	1
740	1489	1
740	1490	1
740	1491	1
740	1492	1
741	79	1
741	80	1
741	81	1
741	57	1
741	82	1
741	60	1
741	83	1
741	61	1
741	84	1
741	85	1
742	1493	1
743	1494	1
743	1495	1
743	1496	1
743	1497	1
743	1498	1
743	1499	1
743	1212	1
743	1500	1
743	1501	1
743	1502	1
744	1503	1
745	1336	1
746	1504	1
747	1505	1
748	1161	1
749	75	1
750	1506	1
751	1507	1
752	1508	1
752	1509	1
752	1510	1
752	546	1
753	1511	1
754	1512	1
754	287	1
755	1513	1
756	1514	1
757	1515	1
758	1352	1
759	1132	1
759	542	1
759	1516	1
759	182	1
759	1517	1
759	1518	1
759	1519	1
759	1520	1
759	1521	1
759	1133	1
760	888	1
761	117	1
761	118	1
761	119	1
761	120	1
762	1522	1
763	1523	1
764	1524	1
765	617	1
766	1214	1
766	1525	1
766	1526	1
766	1215	1
766	1216	1
767	1527	1
767	1528	1
767	1529	1
767	1530	1
767	1531	1
767	1532	1
767	1533	1
767	1534	1
767	1535	1
767	1536	1
768	1537	1
769	1277	1
769	1278	1
769	1279	1
770	1538	1
770	1539	1
771	369	1
772	1540	1
772	1541	1
772	1542	1
772	1543	1
772	1544	1
773	1408	1
774	1545	1
774	1546	1
774	1547	1
774	1548	1
774	1549	1
774	1550	1
774	1551	1
774	1552	1
774	1553	1
774	1554	1
775	430	1
775	1555	1
776	1556	1
777	42	1
778	1323	1
778	1324	1
778	1325	1
778	1326	1
778	1327	1
778	57	1
778	1328	1
778	1329	1
778	1330	1
778	1331	1
779	7	1
780	1557	1
781	1558	1
782	1559	1
782	1560	1
783	1561	1
783	1562	1
783	1563	1
783	1564	1
783	1565	1
783	1566	1
783	1567	1
783	1568	1
783	1569	1
783	1570	1
784	989	1
785	1571	1
785	1572	1
786	1573	1
786	1574	1
786	1575	1
786	1576	1
786	1577	1
786	1578	1
786	1579	1
786	1580	1
786	1581	1
786	1582	1
787	445	1
787	446	1
787	447	1
787	19	1
787	448	1
787	449	1
787	450	1
788	1583	1
788	1584	1
788	1585	1
788	1586	1
788	1587	1
788	1588	1
788	1589	1
788	845	1
788	1590	1
788	1591	1
789	156	1
789	157	1
789	158	1
789	159	1
790	1592	1
791	52	1
791	927	1
791	79	1
791	74	1
791	56	1
792	1593	1
793	1594	1
794	1595	1
795	1596	1
795	1597	1
795	1598	1
795	1599	1
795	1600	1
795	1601	1
795	1602	1
795	1603	1
795	1604	1
795	1605	1
796	1606	1
796	1607	1
796	1608	1
796	1609	1
796	1610	1
796	1611	1
796	1612	1
796	1613	1
796	1614	1
796	1615	1
797	1616	1
798	1617	1
799	1618	1
800	1619	1
800	1620	1
800	1621	1
801	1622	1
802	164	1
803	1623	1
804	1624	1
805	56	1
806	1625	1
807	1626	1
808	1627	1
809	1628	1
810	1629	1
811	1630	1
811	1631	1
811	1632	1
811	1633	1
811	1634	1
812	1635	1
812	1636	1
812	1637	1
812	1638	1
812	1639	1
812	1640	1
812	1641	1
813	1642	1
814	1643	1
815	1644	1
815	1645	1
815	1646	1
815	1647	1
815	1648	1
816	1352	1
817	1649	1
817	1650	1
817	1651	1
817	1652	1
817	1653	1
817	1654	1
817	1655	1
817	1656	1
817	1657	1
817	1658	1
818	450	1
819	1659	1
820	1660	1
820	1661	1
820	1662	1
821	1663	1
822	290	1
823	1664	1
824	450	1
825	1665	1
825	1666	1
825	1667	1
825	1668	1
826	1669	1
827	1644	1
827	1670	1
827	1671	1
827	1672	1
827	677	1
827	1673	1
827	1674	1
827	1675	1
827	1676	1
827	1677	1
828	249	1
829	287	1
830	1678	1
831	834	1
831	70	1
831	142	1
831	52	1
831	60	1
831	640	1
832	43	1
832	255	1
832	1679	1
833	1680	1
834	1681	1
835	1682	1
836	1593	1
837	333	1
837	912	1
837	81	1
837	82	1
837	58	1
837	60	1
837	794	1
837	61	1
837	913	1
837	914	1
838	1683	1
839	44	1
839	45	1
840	1684	1
840	1685	1
841	75	1
842	1686	1
843	590	1
844	1687	1
845	1352	1
846	1688	1
847	1689	1
848	1690	1
849	1691	1
849	65	1
849	1692	1
849	589	1
849	1693	1
850	1694	1
850	1695	1
850	1696	1
850	1697	1
850	1698	1
850	1699	1
850	1700	1
850	1701	1
850	1702	1
850	1703	1
851	1704	1
852	1705	1
853	1706	1
854	1707	1
855	333	1
855	183	1
855	185	1
855	142	1
855	1212	1
855	1111	1
856	1708	1
857	1025	1
858	1517	1
859	117	1
859	118	1
859	119	1
859	120	1
860	1709	1
861	1710	1
862	1711	1
863	924	1
863	1712	1
863	49	1
863	1439	1
863	1713	1
864	52	1
865	1714	1
866	1715	1
867	1716	1
868	1717	1
869	1718	1
870	1719	1
870	1720	1
871	1721	1
871	1722	1
871	1723	1
871	1724	1
871	1725	1
871	1726	1
871	1727	1
871	1728	1
871	1729	1
871	1730	1
872	1731	1
872	1732	1
872	1733	1
872	1734	1
872	1735	1
872	1736	1
872	1737	1
872	1738	1
872	1739	1
872	1740	1
873	1741	1
874	1742	1
874	1743	1
874	1744	1
874	1745	1
874	1746	1
874	1747	1
874	1748	1
874	1749	1
874	1750	1
874	1751	1
875	1752	1
876	1753	1
877	255	1
878	1754	1
879	1755	1
880	1756	1
880	185	1
880	1757	1
881	1758	1
